comment,coment_en
kyk nya si pelaku anak pejabat atau anak aparat atau bisa jadi anak org berpunya pasti aja sih ada suap menyuap mah udh pasti,"It seems like the perpetrator of an official or an official or an official or can be a child of the person, surely there is a bribe"
ini yg namanya kota santri mana keadilanya pak buk kasian keluarganya kita aja nyesek bacanya masa gak ada tindakan sama sekali mantap pokoknya pandeglang semakin kotor nama nya,This is the name of the city of santri where the domination is the pak of our family.
ignya dan ini link facebook nya httpswwwfacebookcomalweecmibextidzbwkwl,IG and this is the Facebook link httswwwfacebookcomalweecmibextidzbwkwl
ketar ketir yaa,Ketar yaa
ale ale oki jelly drink berulah,Ale Ale Oki Jelly Drink Act
astaghfirullah ini yg kamu bilang,Astaghfirullah this is what you said
kemana nih keadilan bagi seluruh rakyat indonesia sudah lama musnah sepertinya manusia ga bermoral kek gini nih ga pantes cuma di hukum penjara pantesnya hukum mati gasi astaghfirullah emosi,"Where is the justice for all Indonesian people has long been destroyed, it seems that humans are not moral like this, they are not deserved to be in prison."
sakit jiwa itu mah cowo nya min,"mental illness is a guy, min"
emang kita tu harus hati sm warga pandeglang baru kmrn kasus pembunuhan skrng adalagi hadeh wkwkwkwkkw,Weve we have to be hearts of the new Pandeglang residents who are just the murder case now.
haduh pandeglang lg pandeglang lg jgn sampe ada kloset part usut tuntas,Haduh Pandeglang LG Pandeglang LG Don't have to have a complete toilet part
kageet bgt di daerah kita ada kasus beginian,Kageet bgt in our area there are cases like this
hati dalam bergaul,heart in hanging out
weh nak untirta,Weh son untirta
tahun m kebiri,Months of M casthe
admin info pandeglang top mantap min,Admin Info Pandeglang Top Steady Min
baru juga beberapa hari yg lalu gw bahas revenge porn kan tang,"Just a few days ago I discussed Revenge Porn, right"
duh kaya kenal,"Duh, I know"
kami butuh video,We need a video
rusak gelangan batur,Damaged Batur
sebut nama lengkap pelakunya,Call the full name of the culprit
kasiann,Poor
info ini junior mu tolong ajak ngopi bareng mau coba kesaktian nya sikat masa kayak gini aja ga beres,"This info is your junior, please invite coffee together to try his supernatural powers, brushing it like this, it's not right"
atau buat aja spanduk foto plaku trus pasang di alun pandelang,Or just make a photo banner and then install it in the Pandelang square
den sodara lu ni ya,Den sodara you
yah terbukti yahhhhhhhh yang punya duit belagu kaya duit bapa nya halal aja,well proven yahhhhhhhh who has money from the doubtful of the money is halal
namanya nya pelaku,His name is the perpetrator
wadoh untirta,Wadoh Untirta
mukamuka mesumnya sangat kuat bre,Mukamuka the pervert is very strong Bre
full set sama kandang ga nih,full set with the cage or not
pie kih aku balik sabeti selang tah,Pie Kih I BACK SABETI HOSE TAH
kenal ga ka,do you know me
coba tolong mas daerah kekuasaan kamu bukan,"Try to help you, your territory isn't it"
silahkan kata kata mutiaranya,Please words of the pearl
barangkali kenal anak untir ceunah,perhaps knowing the child of Ceunah Untur
liat bub,Look at the bub
trust issue gw sama org pandeglang,Trust Issue with org Pandeglang
belll,Belll
astaghfirullah semoga kita semua diajauhkan dr org yg berniat jahat,"Astaghfirullah, hopefully we all will be cared for from people who intend to be evil"
cs lu parah nih wkwk,"Cs you're bad, wkwk"
ngeri,Horrified
luer kenal gak sma orangnya,Luer knows no high school
ini nih kayaknya orangnya,this is like the person
nih anak akutansi,This is an accounting child
info mantekin alwi,Info Mantekin Alwi
coba dikawal kasusnya,Try to escort the case
bru d up,bru d up
yang ini tah,This one is tah
tau ngga,Do you know
lirik ajh dulu baru tindak lanjuti,the lyrics first then follow up
ini ig pelaku,This is the perpetrator
nih udh sampe infonserang beritanya,here until the infense is the news
pandeglang lagi aja yan wkwk,just pandeglang again yan wkwk
kalau boleh tau ko bisa pelaku dapet vidionya secara sengaja diberikan oleh korban atau gimana ya atau mengambil vidio saat korban tidak sadar,If you may know how the perpetrators can get the video intentionally given by the victim or what to do or take a video when the victim is not aware
ngapain tuh disitu,What are you doing there
gas gas gas,gas gas gas
kitu lah kudu tegas,I have to be firm
salpok,salpok
deuleu horeng bang kudel kuasa hukumna,Deuuleu Horeng Bang Kudel Lawyer
kudu viral bae jing nyah karak di denge,Kudu Viral Bae Jing Nyah Karak in Denge
cuma dituntut ite kah ga dituntut tpks yaa agak pesimis kalo cuma ite,"It's just demanded by ITE not to be demanded by TPKS, it's a bit pessimistic if it's only ITE"
ini bukan nok,This is not Nok
dih di sensor,di in censorship
ana nitip bere balsem geliga hulu kontol na mung pendak di lapas ok,Ana nitip bere balm geliga upstream na mung pendak dick in prison ok
doang nu enya,Just NU Enya
teteh tolongg,Teteh please
kenal,know
aq jyjykkkk,aq jyjykkkk
atuh di tincak beheng na dak tonjok dadana,Atuh in Tincak Beheng Na Dak Tonjok Dadana
ngaku ajaa dari pada di penjara,just admit instead of in prison
anak orang kayahh ngab,the son of the kayahh ngab
memang makin gila kehidupan sekarang,indeed the more crazy life now
ini pelaku nya nih,This is the perpetrator
bu tolong di bantu semoga ibu sehat slalu,"ma'am please help, hopefully you will always be healthy"
baturan dia tah ie,Baturan he knows ie
yaa allah jahat bgt itu cowo,"Oh God is evil, it's a guy"
ni pasukan lu tah rob,This is your army
emang harus rame sih biar bener di proses wkwkw netizen kawal terus jgn sampe lepas,it really has to be crowded so that it is correct in the process of netizens keeping on the netizens.
nih pak abangabangannya,"Here, Mr. Abangabangan"
mau tau aja skrg sikap bupati kita bakalan gimana ini teh rek cicing ciciing weh kitu nya bu ngadon ngebiarin rakyatnya sengsara keterlaluan si kalo ini engga cepet di sikapi molotot ibu enggal gugah,"I just want to know now that our regent's attitude will be how this is the Cicing Cicing Teh, because the people will not be too much."
pertegas bu,emphasize ma'am
akun juga nih min di sabotase mantan pacarnya tolong bantu di report guys,"the account is also min in the ex -girlfriend sabotage, please help in the report guys"
mengeriiikan,screaming
gue tau isi otak loe,I know the contents of your brain
bantu repost dong kasian si cewek nya,"help repost, sorry for the girl"
ni saudaranya,This brother
naon ie,Naon Ie
ga habis fikri,Not finished Fikri
lu punya duit lu punya kuasa,you have money you have power
nih secc acc nya si alwi,here is the ACC SI ALWI
tuntaskan kan bang l,"complete, bang l"
kawal sampe dpt jgn nunggu viral dulu bu,"guard until I can not wait for the viral first, ma'am"
udh tau blm ttg ini,already know not this
ngwri,Ngwri
ini loh,This is
colek bang hotman minta tolong ke bu juga,Poke Bang Hotman asking for help to ma'am too
adeÂ²an lo gini amat cok gedenya,you are very brown
awas tah,Watch out
temen u jaksanya bkn na,friends u
innalilahi,Innalilahi
sama ga yaaa kasusnya,it's the same as the case
da nu hade maneh ngereri jaman kuari aredan meren nyaa,da nu hade maneh horrified the era of the Aredan meren quarrel
nitip beli gorengan ada tontonan baru nih pejabat pdglng,nitip buy fried food there is a new spectacle
maneh nya mal,The mall is mall
a udah viral ni,A already viral
parah bet parah,Severe severe bet
capek deh pada kenapaa si orang orang,I'm tired of why the people
tkut ya nadd,TKUT YA NADD
jujur bae dam,Honestly Bae Dam
deh nu hade nu macem di gibas bae,deh nu hade nu macem in gibas bae
infooo mazzeee,Infooo Mazzeee
mau heran tapi ini pandeglang,want to be surprised but this is Pandeglang
anak mantan kepala dlh tapi udh mati bapaknya kayaknya dia juga ingin nyusul dihukum mati,"The son of the former head of DLH but his father died, I think he also wanted to be sentenced to death"
astagfirullah semoga pelaku mendapat balasan yg seadiladil nya tapi apa mungkin ya liat sidang nya aja begitu,"Astagfirullah, hopefully the perpetrators will get a fair reply but is it possible to see the trial like that"
keadilan sosial bagi yang punya uang dan wewenang,social justice for those who have money and authority
kalau bukti sudh ada kenapa g diproses apa krna ada amplop nya pak pasti orng tuanya buangga punya anak dengan nama bagus tapi kelakuannya smpe orngtuanya melindungi anaknya yg salah miris banget,"if there is evidence, why is it processed because there is an envelope, sir, surely the old people will have children with good names but their behavior is to protect his child who is really sad"
sama bgd ketika lapor ke komnas perlindungan perempuan dan anak di pandeglang cuma diketemuin sekali lalu ga ada kejelasan yg ujungnya tetep harus byr pengacara dengan alasan bisa dimusyawarkan pdhl lapor tuh krna udh ga bisa musyawarahkan mknya minta bantuan ga ngerti lagi kirain gw doank yg tidak jelas penyelesaian masalahnya,"the same as BGD when reporting to the National Commission for Women's and Child Protection in Pandeglang only found it once and then there is no clarity that ultimately must be byr lawyer on the grounds that it can be deliberated on the report because I can't be discussed the MK asking for help, I don't understand anymore, I don't know anymore. the problem"
ternyata pelaku mantan anak pejabat mantan aja masih bisa berkuasa ya,It turns out that the former children of the former officials can still be in power
jangan diam bantu lawan kita bersama korban,Don't keep help with our opponents with the victim
disini harus viral dulu baru di tanggepin yaaa kalian juga psti taulah knpa hraus viral dlu baru ada keadilan gk perlu di kasih tau pasti kalian juga udh tau,"here must be viral first and then you're also you also psti, why don't you get viral, there is just a justice, you don't need to be told for sure you also know"
sebaiknya kalo berbicara yang sensitif dipikir lagi korban bisa saja baca komen kamu dan tersinggung makin depresi dan seterusnya setidaknya kalo kita ga bisa bantu jangan memperkeruh suasana,"We recommend that if you speak sensitive again, the victim can read your comments and offended more depressed and so on at least if we can't help, don't make it worse"
kasus pacaran biasa wkwkwk pacaran biasa mana adaa kosa kosaan bapak ibuuu apalagi sampe di rekam dan jadiin bahan teror ke korban selama bertahun tahun dan skrg keluarga haduuu biasanya dimana mungkin bagi keluarganya biasa krna emg udah kebiasaan begitu,"The case of ordinary dating wkwkwk is ordinary dating where there are vocabulary, ladies and gentlemen, especially until they are recorded and make terror materials to the victims for years and now the Haduuu family is usually where possible for his family is ordinary because it is already a habit like that."
suka mintain duit juga kalo gak dikasih ngancem mau nyebar videonya heran banget kok bisa kelakuan jelek diborong semua sama dia,like to ask for money too if you are not given ngancem want to spread the video so surprised how can be bad behavior in all with him
