comment_en,Polarity,Analysis
"3TAUNNN NOT MAINNNNNNN'S ARCHIVE YOUR SAKK, SMG COMPLETE AMIIIN justice",0.1,Positive
"If you can't be a legal channel, you better pay people to throw garbage like that. Rich doesn't know Indonesia",0.35833333333333334,Positive
Not. Rape is not only that understanding. In the ground and given sleeping pills also including rape.,0.0,Neutral
Not that easy Ibukkk ... Such as the situation is reversed? Are you going to receive motivation like that. They don't need motivation to need to be admitted,0.21666666666666667,Positive
"Threatened to spread the porn video, and it was already spread it turns out ... try to read the caption again 🙏👆😬",0.0,Neutral
"Proof of its dilapidated justice, seriously, it is still worth Pancasila is the source of all sources of law (sources of orderly law) in Indonesia. Pancasila is the principle of orderly legal which in the opening of the 1945 Constitution further into four points of thought. Pancasila covers the atmosphere of the kebatinan from the 1945 Constitution. How is this sir",0.04166666666666667,Positive
"The guard continues to be the case until it is processed to get justice, sorry for the victim Y for sister Y you are cool, don't be tired to ask for justice as fairly as ""y🔥",0.01499999999999999,Positive
Dear campus please do his son is now.,0.0,Neutral
The brighter that is very protected by the country that has power😂😂,0.2,Positive
"Read on the next account, he said the perpetrator was the child of the head/head of the LH forgot the name of the family of the dynasty so the victim was defeated by power 😢😢",-0.037500000000000006,Negative
"heh, don't understand what Indonesian? The girl was made not aware and was forced, even the girl was visited, the girl was already in a state of not conscious",-0.15833333333333335,Negative
"Rameken Dak, tantrums forgiven the jalema of the perpetrators, Komo Mun is protected by unscrupulous, Rungkadken Sakalian Na.",0.0,Neutral
"Tomorrow, min all the hearing to guard",0.0,Neutral
"It's easy to be peaceful, you have to be punished, please !!!",0.4608072916666667,Positive
"his son, the head of the former environmental service, bang ... the former yaahh is already in anything ..",0.0,Neutral
the beauty of students at this time,0.0,Neutral
"Guard the same, bro, don't give you loose 🔥🔥🔥🔥",-0.038461538461538464,Negative
Just be aware of suddenly missing the news. Kawal Trs Netizen Pandglng. so that the punishment is in accordance with his behavior,0.024999999999999994,Positive
guard the case until complete !!,0.15625,Positive
Where is the justice for all Indonesian people?,0.0,Neutral
"Up, enliven !!!",0.0,Neutral
"Jir wants to have a face to torture me back, a Banten person is sad to see the victim torture",-0.09375,Negative
"The duty of Kejari is demanding not to make peace, it's strange",-0.05,Negative
"It's hard for the parents to have the victims of the victim, there is no bekingan who doesn't win",0.14444444444444446,Positive
Here is the IG,0.0,Neutral
h,0.0,Neutral
duh shyly2in campus untirta -___-,-0.3,Negative
how about the student ?? Shame on the campus ajh duhh. Still want to accept students who behave like that? ???,0.0,Neutral
his friend is the perpetrator,0.0,Neutral
"Badiabibah The perpetrators, must be lawlessly law, please Mr. Lapas Lapas, to reply to the victim's suffering",-0.07500000000000001,Negative
Please help this family?,0.0,Neutral
Piru Bae must tag 😅,0.0,Neutral
"Up continue, min, don't give up, the netizens of Banten support you ... even though sometimes there are some who distract admin..hehe🔥❤️😂",0.0,Neutral
The perpetrator is also ASN DI. First from,0.25,Positive
"Just try to find tea, her name is Alwi Husen Maolana. child from late. Anwari Husnira, former Head of LH Pandeglang. sien ih iamah sanes twitter noisy in grebeg",-0.15,Negative
"Do not choose prospective officials who only want their own personal family ... because it shouldn't be chosen, because it does not care and fair to the rakyak.",0.32499999999999996,Positive
"His face is like a frog, the culprit is the culprit",0.0,Neutral
"O Allah, not kebayanv, sorry for depression. May Allah help, hopefully there will be justice. Warnings for all of us old people and families also children. 😢 Evil really the culprit",-0.3,Negative
"This is already viral in cyberspace, rather than the institution tarnished because one or two elements, it's better to immediately improve and work honestly, remember your oath of office to God. Please attention and help, cc.",0.55,Positive
Please also be audited by work units in the area for this case. CC.,0.0,Neutral
Dead Law!,-0.25,Negative
Please help this case Pakkk‼ ️‼ ️‼ ️,0.0,Neutral
"Please monitor the case ma'am, sorry for the victims 😢",-0.5,Negative
Kawal continues Min,0.0,Neutral
Don't embarrass Pandeglang again,0.0,Neutral
"Guard until jail, nitip with the prison guard, don't forget to be known by the senior prison if this is a child of a rulin person. Let it be a material for senior prisoners",-0.1,Negative
I believe in Messi Born in Labuan,0.0,Neutral
"Alwi Husen Maolana, I repeat the name of her Alwi Husen Maolana.",0.0,Neutral
"has been replaced now, tourist city ... sad",-0.5,Negative
org mna a cow,-0.13333333333333333,Negative
"try to report the same as the regent's child but he gets the same problem like this, I once dm he eh d reply by his staff and thank God there is a good way from the government",0.2333333333333333,Positive
"Yes, his family is uniformed in the tweet, prosecutors+PDG Kejari only response 'forgive/km must be wise/let' 'let'",0.0,Neutral
"The comment is wrong bob ... as if you legalize the act of the perpetrator because there is a sentence that sounds like the same love ... it is a woman made unconscious and the perpetrator easily records and is forced, cb d thinks with the side likes to like it. . CBA I want to know if you are the one who alamin like this still can you laugh or comment like that ... sad that men don't have empathy at all ...",-0.00952380952380953,Negative
Sick'wiwa is a naudzubillah person .... keep our children and grandchildren from the despicable things,-0.7142857142857143,Negative
Duite Laka Legal Definite,0.1,Positive
"There is violence that should indeed be reported .. Chatt proof can also make evidence because there is a threat. . Mr. Lisi please move, don't wait for the viral first",0.25,Positive
The odd process of the trial that I read on Twitter,-0.16666666666666666,Negative
Let's escape not to escape ...,0.0,Neutral
"Mr. Jokowi, please sir, don't close your eyes, help this case",0.0,Neutral
Mrs. Irna might be able to help the citizens of the mother,0.5,Positive
For what is the law if you can't uphold justice?,0.0,Neutral
Kumaha Mother? 😬,0.0,Neutral
h,0.0,Neutral
The court and prosecutor are also investigated too?,0.0,Neutral
"Viralin min tag ""n the authorities if the new viral is straight on the straight",0.1787878787878788,Positive
"Good, not blurred by the culprit👏👏👏",0.7,Positive
"Not 1Dup you are a barrel if you want to be like that, anyways, I also reported it, so that the prison was in the prison until I was in the same person with the people, so",0.0,Neutral
No need to pay attention to peace with the word life alias move on. Without being told to have also struggled the victim!,-0.09375000000000001,Negative
h,0.0,Neutral
Yaahhh is private,0.0,Neutral
"Please, please name the prosecutor's account with her, the Kejari is attached so that we can stay in touch",0.0,Neutral
"the son of the former head of DLH, Mr. Udh Metong",0.0,Neutral
His name is Alwi Husen Maolana. if you want to stop by this IG,0.0,Neutral
h,0.0,Neutral
"If the law and the government are not dilapidated, maybe already advanced, sir,",0.4,Positive
Viralin ka to be released all from campus,0.0,Neutral
Alwi Children's D3 Accounting Untirta isn't it ...,0.0,Neutral
That's the name in the last slide,0.0,Neutral
"Thank you for the info, I hope everything will be resolved well",0.0,Neutral
"Who means asking his son, right? What's not the name of the child?",0.2857142857142857,Positive
"If I'm not mistaken, this is the boy. the backing is strong, just wonder the case is not thoroughly peeled",0.4333333333333333,Positive
But rape is in the sense of being forced even though the same guy himself is not so wkwkwkw,-0.15000000000000002,Negative
"In fact, laughing doesn't have empathy so people",0.0,Neutral
I can't imagine the mentality of the victims of the rich rich 😢 especially his parents 😢,0.25,Positive
"His obsession was very horrified, Astaghfirullah. Lanang Kek like that must be in Pasung, and then keep it in the tiger cage.",0.2,Positive
"I'm more sad to see that one of the comments DSNI is typing ""people mh spill the video is not the chronology"" stress",0.0,Neutral
"Actually dating is haram, what's more until it is forced",0.06666666666666665,Positive
"O Allah, sorry for the inner pressure of the sisterban sister ... where is this alwi arbitrarily the same as the sikorban beaten. siihh, what psychopath is yahh..🙌",-0.15,Negative
Stay halal guys🔥🙌,0.0,Neutral
Don't blur,0.0,Neutral
"The law was made to protect the victim, and as the foundation of the victim in finding to the following, then what about law enforcers who seemed to be less understanding in the law? Preferably an overhaul of these law enforcers",-0.07916666666666666,Negative
Ma'am ... please read ma'am ..,0.0,Neutral
Nitizen ayok work do not ksi saggy🔥🔥,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
The Pandeglang Prosecutor's Office is tarnished ...,0.0,Neutral
"Want to ask, what is the relationship between Kejari's task by giving motivation to the victim? 😢",-0.07500000000000001,Negative
"Pak Ustad, see the Ustadz Ustadz in Pandeglang like this, yesterday, Mr. UAS said Pandeglang City of Santri, but see, sir, his behavior was like this, gave me to understand Mr. Ustadz. ,",0.0,Neutral
from the spotlight of his eyes really excited,0.375,Positive
Don't believe 'he said' Mas.,0.0,Neutral
if you want to stop by the second acc that,0.0,Neutral
Better Viralin the Prosecutor to Remove the Position,0.5,Positive
Monggo friendship.,0.0,Neutral
"In the PDDIKTI data, the child's status is missing, leave since 2021 ....",-0.2,Negative
Alm Child. Former Head of LH,0.0,Neutral
really rich admin,0.375,Positive
"Here, sir, the IG and this is the Facebook link 👉🏻 https://www.facebook.com/alweec?mibextid=zbwkwl",0.0,Neutral
emergency reading,0.0,Neutral
"You yourself already know that if you like it, it's not rape. Beyond that, it means raping, forced, trapped, cheated, given certain things until unconscious without permission from the woman. Your question is like low HR.",-0.07142857142857142,Negative
"Read again beg0, at least your brain uses not to be unemployed.",-0.3,Negative
instead thinking check blue😂,0.0,Neutral
Come on on the 911 bang up call so you can help the handling,0.0,Neutral
"I hope his sister will always be strengthened to rise, may Allah give the best way",1.0,Positive
Kawalll Tulasss Netizen. 🔥🔥,0.0,Neutral
Untirta is struggling to ride his branding eh directly in the ulti of this child's high school.,0.13,Positive
"Try the agency surgery, the agency is a wetland for cuan, you have money finished !! Tydack Law is valid 🙌",0.0,Neutral
"Positive relationships are necessary from friendship or such relationships. Very sad, lately, most cases like that😢",0.015454545454545453,Positive
Hadeh pendeglang maning bae,0.0,Neutral
So how come people are so bad,-0.6999999999999998,Negative
Viral Dlu New Investigate YGY ⛓,0.13636363636363635,Positive
Nitip KUHP Article 386 🙌,0.0,Neutral
"Present the defendant wearing Dutch clothes, so it is clear Awokwkwkw",0.05000000000000001,Positive
"Hopefully obey the law ... and realize the mistakes, and will not be repeated.",0.0,Neutral
"The issue will disappear, but the victim will bear the trauma of his mental life is destroyed ... then a maximum sentence of 6 years is not commensurate. What punishment is it worthy of the perpetrators? Help answer dear netizens, dear netizens",0.052777777777777764,Positive
Does the admin defend the suspect ?? How come protect the face of the suspect ??,0.0,Neutral
"For women, it's better to stay at home. If there is anything, try to immediately reveal to the nearest parties. So as not to strengthen the treatment like this",0.5,Positive
"Please help, bang 🙏🥺, hopefully it will be responded soon. Dam strength itself",0.0,Neutral
Continue to guard Min !!,0.0,Neutral
"Ramein, the hearing is the demand tomorrow!",0.0,Neutral
Please help you,0.0,Neutral
UPPPPPP keeps monitoring !!!! LAW SADILADILED !!!,0.0,Neutral
"tingali or ma'am, the time is left alone",0.0,Neutral
"This is the perpetrator who is a student of Untirta? Plisss is indeed the rich of the piskopat guy also from the words of his chat. Although this law can be said to be not fair, but God's law must be fair tea. How can this be sincere, how come it's really good who says it's better to be forgiven, Ikhlasin. Hopefully there are good and fair people who can uphold justice in Pandeglang;)",0.4527777777777778,Positive
