media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
infopandeglang,kedennisaja,@padeelll,1 hari,0,gmna bang padel ??,3,,,How about Bang Padel ??,0.0,Neutral,fear
infopandeglang,hai_ril08,,2 hari,0,Semoga mati 🤲,3,,,Hopefully die 🤲,0.0,Neutral,negative
infopandeglang,pramudiyawan_,,2 hari,0,Pelaku orang panimbangjaya?,3,,,Panimbangjaya people?,0.0,Neutral,sadness
infopandeglang,ariapriansyah43,@geabykasep,2 hari,0,izinnn abangkuuuuuu 🙏🏻🙏🏻🙏🏻,3,,,Permission to Abangkuuuuuuu 🙏🏻🙏🏻 out,0.0,Neutral,anger
infopandeglang,agungfauziii_,@_simpli2,2 hari,0,Tanggapanna kmha dak,3,,,Response KMHA DAK,0.0,Neutral,fear
infopandeglang,xagnpr_,@alealwiii,2 hari,0,cowo Gaada otakkkkkkk lo,3,,,guy no brainkkkkkkk,0.0,Neutral,negative
infopandeglang,mrainierrf,@mtfanss_,2 hari,0,Kasusnya ini,3,,,This case,0.0,Neutral,sadness
infopandeglang,dmsptr28,@lukyanalukita42,2 hari,0,kudu di ulti 🤣,3,,,Kudu in Ulti 🤣,0.0,Neutral,fear
infopandeglang,dianpurnamasariabidin,@hatimayoma,2 hari,0,h,3,,,h,0.0,Neutral,negative
infopandeglang,bayukusuma468,@arty_diwirjo,2 hari,0,h,3,,,h,0.0,Neutral,sadness
infopandeglang,bayukusuma468,@arty_diwirjo,2 hari,0,h,3,,,h,0.0,Neutral,fear
infopandeglang,wildanmutaqin_,#JanganDiam,1 hari,103,"Terimakasih kawan2, yang sudah lantang menyuarakan keadilan untuk korban, keadilan bangsa kita hanya milik penguasa, tapi ketika kita kompak menyuarakan sama-sama membela dan mengambil peran alhamdulilah, media menjadi senjata kita, kita kawal sampai selesai!, BantuLawan KitaBersamaKorban",2,,,"Thank you friends, who have loudly voicing justice for victims, our nation's justice belongs only to the authorities, but when we are compact voicing together to defend and take the role of Alhamdulilah, the media becomes our weapon, we guard until finished!, Bantulawan Kitabersamakorban",0.05,Positive,negative
infoserang,yuniilhamsetia,,1 hari,62,Usut tuntas kasus ini ga ada istilah ank pejabat gaspoll karungin,2,,,"Investigate this case, there is no term Gaspoll Karungin official",0.0,Neutral,sadness
infopandeglang,anita.mlyni,,1 hari,38,"6 tahun berasa kurang puas bngt, sedangkan korban trauma, dibikin hancur masa depannya, dibikin malu.. diancam bahkan di aniayaya oleh pelaku loh . Apalagi selama 3 tahun menderita..ga kebayang jadi si korban gimana mental yg rusak skrng",2,,,"6 years feels less satisfied, while victims of trauma, made to be destroyed by their future, made embarrassed ... Threatened even in Aniayaya by the perpetrators. Especially for 3 years suffering ... I don't imagine being the victim how mentally broken now",-0.023611111,Negative,positive
infopandeglang,rreztianjani,,2 hari,37,"udah ada bukti chat, video, perlu bukti apa lagi sih pak... ya allah meni dipersulit bapak jaksaa... jangan jangan jangan jangan lah 🙄",2,,,"Already there is proof of chat, video, what else is it needed proof, sir ... O Allah, it is complicated by the Attorney General's Office ...",-0.225,Negative,trust
bantenraya,din_setiadin,,1 hari,19,Pelaku ngarana ALWI HUSEN MAULANA anak Kadis DLH pandeglang alm,2,,,Perpetrators of Ngarana Alwi Husen Maulana Children's Head of DLH Pandeglang Alm,0.0,Neutral,positive
infopandeglang,inpopandeglang,,2 hari,14,"Yes akhirnya di up,sudah viral Twitter,di spill jaksa nya",2,,,"Yes, finally up, already viral Twitter, at the prosecutor's spill",0.0,Neutral,anticipation
infoserang,rizki.hikmatulloh,@humaspoldabanten,1 hari,12,buktiin kalo Sila ke 5 Itu memang Ada,2,,,prove that the 5th principle does exist,0.0,Neutral,joy
infopandeglang,shakenlemonadetea,,1 hari,11,"Kt saya juga bukan soal MAU sama MAU tp ini SOAL KEKERASAN DAN PEMERASAN! Aneh ngerti hukum ko berbelit belit banget permasalahin kasus. Jangan cuma pasal ITE aja dong, tapi kan ini ada pengancaman dan pemerasan. Bentar lagi ada video permohonan maafkah? Kita tunggu🤪",2,,,"KT I am also not a matter of wanting to want to be about violence and extortion! Strange to understand the law, how come the problem is very complicated. Don't just article ITE, but this is a threat and extortion. So soon there is a video of an apology? We wait🤪",-0.35,Negative,positive
infopandeglang,stepxboys,,1 hari,9,Waduh cuman ITE? Jangan sampai hukum ite karena pelaku bisa membela dengan hukum perdata untuk keluarga korban terus lanjutkan masuk ke tuntutan kekerasan,2,,,"Wow, just that? Do not let the law because the perpetrators can defend with civil law for the victims' families continue to enter the demands of violence",0.1,Positive,surprise
infopandeglang,aanfaishalj,@rizky_arifiantoo,1 hari,6,"Jangan kendor bang sekwil, kawal sampai tuntas🔥",2,,,"Don't be loose, Bang Sekwil, guard until complete",0.011538462,Positive,anger
infopandeglang,heyyast_,@alealwiii,2 hari,6,Y’TEAM MERESAHKAN,2,,,Y'Team is troubling,0.0,Neutral,anticipation
infoserang,yu.trlstr,,1 hari,5,alwi husen maulana yatim belagu banyak gayaaa cuih so jagoooan🥲🥲,2,,,Alwi Husen Maulana Yatim Belagu Many Stylea Cuih So Jagoooan🥲🥲,0.5,Positive,joy
infoserang,brewww711,,1 hari,5,Inilah mengapa islam melarang sesuatu yg haram masuk kedalam tubuh.,2,,,This is why Islam forbids something that is haram from entering the body.,0.0,Neutral,positive
netizenserang,kh1000erin,,1 hari,5,yaallah rasanya pengen main hakim sendiri tapi sadar kalo mahasiswa fakultas hukum 🥹,2,,,"Yeah, it feels like I want to vigilant yourself but realize that the Faculty of Law Students 🥹",0.0,Neutral,surprise
infopandeglang,raflyfauzant_,,1 hari,5,Mantab bang kudel tegakkan keadilan ✊,2,,,Mantab bang kudel uphold justice ✊,0.0,Neutral,trust
bantenraya,irmayunita28_,@bantenraya,1 hari,5,Jadi si pelaku ini sudah di tangkap min,2,,,So the perpetrator has been arrested min,0.0,Neutral,positive
infoserang,iballl.ee,,1 hari,4,"Weh alwi anak nya pejabat, harta nya dari masyarakat itu kan?, anak nya yang bermasalah turun masalahnya ke keluarga nya",2,,,"Weh Alwi is an official, his property from the community, right?, His child who has the problem down the problem to his family",0.065079365,Positive,anticipation
netizenserang,alfarez_n,,1 hari,4,Katanya pelaku anak kuat Dinasti Pandeglang yah ? 👀,2,,,He said the perpetrators of the Pandeglang Dynasty strong child? 👀,0.433333333,Positive,joy
bantenraya,rudiyanajaya21,,1 hari,4,"Anak Mantan Kadis DLH ? Boa2 doelu na Loba Ngadahar Sampah, trs Ank na jdi RUNTAH!",2,,,"The former dlh child? Boa2 Doelu Na Loba Ngadahar Garbage, then Ank Na Jdi collapsed!",0.0,Neutral,positive
infopandeglang,yogafey_,,1 hari,3,Kudu viral heula hukum kuari mah barudak karak serius 😂,2,,,Kudu Viral Heula Kuari Mah Barudak Karak Karak's Law 😂,0.0,Neutral,positive
infopandeglang,kaherr__,,2 hari,3,"Angpun aing mah ie jelema, ngisin ngisin ken pandeglang bae 🫠",2,,,"Angpun Aing Mah Ie Jelema, Ngisin Ngisin Ken Pandeglang Bae 🫠",0.0,Neutral,anger
infoserang,risyadmaulana_,,1 hari,2,Yang orang Pandeglang itu kan?,2,,,The Pandeglang people right?,0.285714286,Positive,negative
infopandeglang,hazzaima,@annisasuryandi,1 hari,2,kudellll bukan sii?,2,,,KUPELLL NOT SII?,0.0,Neutral,positive
infopandeglang,husnilaw,@rizky_arifiantoo,1 hari,2,"Mantap. Pendampingan oleh advokat dari posisi korban juga penting, peran advokat sebagai penegak hukum di posisi ini memastikan, mengawal penegak hukum lainnya agar bekerja secara profesional. Semoga hakim memvonis maksimal terdakwa, apabila vonis ringan jaksa harus banding, tetap konsisten dan terarah yo mas 😁 dalam pendampingan hak hukum korban . Bravoo✌️",2,,,"Excellent. Assistance by advocates from the position of the victim is also important, the role of advocates as law enforcers in this position ensures, overseeing other law enforcers to work professionally. Hopefully the judge sentenced the defendant to the maximum, if the prosecutor must be appeal, it remains consistent and directed by Yo Mas 😁 In assisting the victims' legal rights. Bravoo✌️",0.25,Positive,trust
infopandeglang,yovtrash,,1 hari,2,Terus biar nyaho di sel kaya gimna ckckck,2,,,Then let me nyaho in a cell like gimna ckckck,0.0,Neutral,anger
infopandeglang,ronibsantoso,,2 hari,2,Spill pelakunya....,2,,,Spill the culprit ....,0.0,Neutral,anticipation
infopandeglang,septihryntii,,2 hari,2,Apakah ini sodaraan ama Riko yg ngebunuh alm alisaaa,2,,,Is this a soda of Riko who killed Alm Alisaaa,-0.2,Negative,joy
infopandeglang,nadaarikha,,2 hari,2,pasti eta pelakuna goreng patut jeng delaga,2,,,Surely Eta Fried Clakuna worth Jeng Delaga,0.4,Positive,positive
infoserang,ayuniamaliah_,,19 jam,1,Anjaayyy nakk untircoyyyy🔥🔥🔥,2,,,Anjaayyy Nakk Untircoyyyyy🔥🔥🔥,0.0,Neutral,surprise
infoserang,ulfaa1717,@wulantrihdyn,1 hari,1,khawatir gini nih inget ga ?,2,,,worried like this remember or not?,0.0,Neutral,trust
infoserang,bukansani,,1 hari,1,saya sebagai calon ustadz malu melihat tingkah laku beliau🗿,2,,,I as a candidate for Ustadz is ashamed to see his behavior🗿,0.0,Neutral,fear
infoserang,jansenlaory,,1 hari,1,Serem amat sih beritanya😢,2,,,Very scary news😢,-0.65,Negative,negative
infoserang,dindaanggraenii,@rendymandalika,1 hari,1,Coba bapak- bapak pengacara ku yg hebat2 nih d up,2,,,Try my father's great lawyer,0.8,Positive,sadness
infoserang,nuyyyyyyy___,@alealwiii,1 hari,1,nih ig nya guysss silahkan silaturahmi,2,,,here is the IG guysss please friendship,0.0,Neutral,surprise
infoserang,anjni33,,1 hari,1,astagfirallah,2,,,Astagfirallah,0.0,Neutral,trust
infoserang,seblak_baper13,,1 hari,1,up,2,,,up,0.0,Neutral,anger
netizenserang,fanjovan_,@ryaaan0_,1 hari,1,Ini pelaku nya min,2,,,This is the perpetrator min,0.0,Neutral,fear
infopandeglang,its.queenalvii,,1 hari,1,Ulah di bere ampun dak !!!🔥🔥🔥,2,,,Tantrums in the beeegah de fact !!! 🔥🔥🔥,0.0,Neutral,negative
infopandeglang,de.juneeeeee,,1 hari,1,"PELAJARAN buat adik2 perempuan yang lain, SECINTA-CINTA nya kalian sama pacar . PLEASE JANGAN TOLOL dgn terus berada di zona Toxic Relationship. Bukan manusia itu mah setan. Kalian berhak bahagia dgn masa muda kalian. Yg rugi diri kalian sendiri, Keluarga yg berjuang susah payah besarkan kalian menanggung malu. Please be smart ya ❤️ Kalian berhak bahagia dgn cara lain.",2,,,"Lessons for other female younger siblings, as love as you are with your boyfriend. Please don't stupid by continuing to be in the toxic relationship zone. Not human is a devil. You have the right to be happy with your youth. Who loses yourself, families who struggle with difficulty enhance you bear the shame. Please be smart ❤️ You have the right to be happy in other ways.",0.118131868,Positive,anger
infopandeglang,winddyuliansyaaa,@windaauliansyaa,2 hari,1,"mirip kisah siapa ya?, coba dulu dah paham twiter🤣",2,,,"Is it similar to the story?, try to understand twiter🤣 first",0.125,Positive,fear
infopandeglang,alditaher_24,@hotmanparisofficial,2 hari,1,pak Hotman lihat pak,2,,,Pak Hotman see sir,0.0,Neutral,negative
infopandeglang,as_rahman7,,2 hari,1,"Biasanya viral dulu sih baruuu ada perubahan, ea 😁 Xixixi",2,,,"Usually the first viral is there any change, EA 😁 XIXIXI",0.0,Neutral,anticipation
infopandeglang,the.funkyjunkie,,2 hari,1,BIADAB!KOMUK KEMEM SUSAH SI,2,,,Barbaric! Komuk kem is difficult,-0.5,Negative,anticipation
infopandeglang,haji_ossa,,2 hari,1,"Inisial na AHM, menurut ingpoh dia itu anak mantan pejabat yg udah pensiun, besok selasa akan ada sidang lagi di PN Pandeglang dgn agenda PEMBACAAN DAKWAAN, mudah²an terdakwa hadir.",2,,,"The initials Na AHM, according to Ingpoh, he was the son of a former official who had retired, tomorrow Tuesday there would be another trial at Pandeglang District Court with the agenda of reading the indictment, hopefully the defendant was present.",0.0,Neutral,joy
infopandeglang,aldoali___,,2 hari,1,"Awww takut ma cowonya, takut di cikca",2,,,"Awww afraid of his cow, afraid in Cikca",-0.233333333,Negative,positive
infopandeglang,muktimohammad,,2 hari,1,Gila gila yaAllah,2,,,Crazy yaallah,-0.6,Negative,trust
infopandeglang,jamaaaaaaaaaal_,,2 hari,1,👀,2,,,👀,0.0,Neutral,fear
infoserang,saybiazahraa,@popaiiqq,1 hari,1,h,2,,,h,0.0,Neutral,disgust
infopandeglang,ri.yn2,@hotmanparisofficial,2 hari,1,h,2,,,h,0.0,Neutral,negative
infoserang,jundandiput,,1 hari,0,"Spill ig pelakunya dong, mau silaturahmi",2,,,"Spill ig the culprit, want to be friendly",0.375,Positive,anticipation
infoserang,randyesadharmawan,,1 hari,0,untirta lagi aja...,2,,,just untirta ...,0.0,Neutral,trust
infoserang,_adondon,@dinanty13,1 hari,0,"cari tahu info nya, gue pengen silaturahmi",2,,,"Find out the info, I want to be friendly",0.375,Positive,trust
infoserang,ulumm.f,,1 hari,0,Gebugan bae lah,2,,,Gebugan Bae,0.0,Neutral,negative
infoserang,yusrinadirayati,@ewinnazar,1 hari,0,kenal kayane mah si a ewin karo wonge,2,,,Know Kayane Mah Si A Ewin Karo Wonge,0.0,Neutral,fear
infoserang,mayasoffa,@fuktiatunn,10 jam,0,Satu fakultas sama kamu 😂,2,,,One faculty with you 😂,0.0,Neutral,positive
infoserang,gits_98,,1 hari,0,Oh Pandeglang wkwkwk,2,,,Oh Pandeglang wkwkwk,0.0,Neutral,trust
infoserang,putra_aryanto8,@naufalarull_,1 hari,0,kasih tanggapan tentang kasus ini,2,,,give a response about this case,0.0,Neutral,positive
infoserang,cinnnnn__dy,@akmalbelasukmana,1 hari,0,ingt ka sia aing ma mal😂😭🤭,2,,,Ingt ka sia aing ma mall 😂 ago,0.0,Neutral,trust
infoserang,adelamutiarachyn__,@cenk.alwie02,1 hari,0,nih min nih orgnya wk,2,,,"here is the person, wk",0.0,Neutral,trust
infoserang,viraagstnayy,,1 hari,0,Ya ampun opet,2,,,Geez Opet,0.0,Neutral,negative
infoserang,1205.thv,@mrrnia,1 hari,0,jangan percaya cwo,2,,,Don't believe Cwo,0.0,Neutral,anger
infoserang,andreohoirat,@alealwii,1 hari,0,ini pelakunya lur!!,2,,,This is the culprit !!,0.0,Neutral,fear
infoserang,amelia.arkan_87,@sukmamaddens,1 hari,0,kenal ga? Guluuung giih 😂,2,,,do you know? Guluuung Giih 😂,0.0,Neutral,negative
infoserang,indnaafa,@alyafrnnd4_,1 hari,0,wah ada apa sama Pandeglang ni,2,,,"Wow, what's up with Pandeglang",0.1,Positive,sadness
netizenserang,mzdn_id,@ale.alwii,1 hari,0,ini akunya woy,2,,,This is Woy,0.0,Neutral,positive
infopandeglang,moch_yadi19,,1 hari,0,1m dikemanakan uang itu bang kalo boleh saya tau,2,,,"1m in the money, bro, if I may know",0.0,Neutral,trust
infopandeglang,rzilwhydn_,@rfrfrfrfyy,1 hari,0,hadeh kacau anak muda skrng,2,,,hadeh chaotic young people now,0.1,Positive,anger
infopandeglang,fitrihy19,,2 hari,0,astagfirullah ada apa lg ini Pandeglang 😢,2,,,Astagfirullah What's Lg This Pandeglang 😢,0.0,Neutral,fear
infopandeglang,louaydis,,2 hari,0,Hukum seberat beratnya klo bsa hukuman mati,2,,,The law as severe as severe if can be a death sentence,0.0,Neutral,negative
infopandeglang,mahfudfauzi_,,1 hari,0,Hruhhhh,2,,,Hruhhhh,0.0,Neutral,sadness
infopandeglang,azamkhsyr_,@uki_jangkis,2 hari,0,"Emang kudu lapor netijen aja biar kerjanya pada bener, yegak?",2,,,"Do you have to report netijen so that it works to be right, yegak?",0.285714286,Positive,positive
infopandeglang,sigitaldiaan_,,2 hari,0,baru keluar goa jadi gatau berita ini kudet bgt aing euyy :(,2,,,just out of the cave so I don't know this news is really a meyy :(,-0.275,Negative,joy
infopandeglang,aiqbalmuhamad,,2 hari,0,Efek sistem 😩,2,,,System Effect 😩,0.0,Neutral,positive
infopandeglang,m.qditya,@hidinseptiyana,2 hari,0,tolong di bantu kasus ini komandann,2,,,please help this case commander,0.0,Neutral,trust
infopandeglang,marbunpetruccy,,2 hari,0,Aww,2,,,Aww,0.3,Positive,anger
infoserang,caelahfaa_,@czniy,1 hari,0,h,2,,,h,0.0,Neutral,fear
infopandeglang,hayafnkr,@andriano_lorenzo,1 hari,0,h,2,,,h,0.0,Neutral,negative
infopandeglang,yongki.afin,@kejaripandeglang,2 hari,0,h,2,,,h,0.0,Neutral,sadness
infoserang,yulianti1058,,1 hari,41,Harus di viralkan dulu baru respon semuanya bertindak,1,,,Must be violent first and then the response all act,-0.275,Negative,anger
infopandeglang,eka_faricha,@irnadimyati,2 hari,41,"tolong bu, jangan biarkan kekayaan berkuasa membungkam kesalahan",1,,,"Please ma'am, don't let the ruling wealth silence the mistakes",0.0,Neutral,fear
infopandeglang,inpopandeglang,,1 hari,37,"6 tahun itu hanya untuk pelanggaran UU ITE? Laporkan lagi tentang ancaman pembunuhan, pemerkosaan & pemerasan,",1,,,"6 years is only for violations of the ITE Law? Report again about the threat of murder, rape & extortion,",0.0,Neutral,negative
infoserang,oks.ay.mg,,1 hari,22,"Bisa ga ngebolehin konser musik, tapi yang begini masih bisa lolos. ONLY PANDEGLANG",1,,,"Can not allow music concerts, but this can still escape. Only Pandeglang",0.0,Neutral,sadness
infopandeglang,dianpurnamasariabidin,,1 hari,18,"Foto pelaku dan kelbes beesileweran di medsosnya kurang banyak, harusnya dibuat kyk kasus risma, close up yg banyak di semua medsos. Biar jd jejak yg abadi sampe nanti pelaku jd aki2, kalo hukum di negeri ini masi bisa dibeli, buat sanksi sosial utk pelaku yg lebih keji!",1,,,"Photos of the perpetrators and kelbes beesilewes in the social media are lacking, it should be made like the case of Risma, a lot of close up on all social media. So that the eternal trail until later the perpetrators will be a battery, if the law in this country can still be purchased, for social sanctions for more heinous perpetrators!",0.145,Positive,anger
infopandeglang,haji_ossa,,1 hari,17,"Good job lawyer, kejar terus dgn pasal² lainnya & jgn berhenti di pasal ITE aja. Kami netizen akan terus mempressure sampai kasus ini tuntas",1,,,"Good job lawyer, continue to chase with other articles & don't stop in the ITE article. We netizens will continue to pressure until this case is complete",0.225,Positive,fear
infoserang,desyptrrmdhnh99,,1 hari,14,"Padahal nama yg di beri orang tuanya bagus, tapi sayang tak sebagus sikap nya yg bejat 🥲 semoga segera dapat keadilan ya buat korban 🙏",1,,,"Even though the name given by his parents is good, but unfortunately it is not as good as his depraved attitude 🥲 hopefully soon can be justice for victims 🙏",0.175,Positive,negative
infoserang,ryan_mualdo,,1 hari,13,Pandeglang gada obat🔥🔥🔥,1,,,Pandeglang Gada Drugs🔥🔥🔥,0.0,Neutral,sadness
